0.00001	0.00030
0.00018	0.00100
0.00050	0.00169
0.00075	0.00260
0.00100	0.00307
0.00150	0.00469
0.00273	0.01024
0.0052	0.0130
0.0206	0.0350
0.09	0.09
1500	1500
