1e-5	-181
2e-5	-179
4e-5	-178
6e-5	-177
8e-5	-176
1e-4	-175
2e-4	-174
4e-4	-171
6e-4	-170
8e-4	-169
1e-3	-168
2e-3	-165
4e-3	-162
6e-3	-161
8e-3	-160
1e-2	-159
2e-2	-156
4e-2	-154
6e-2	-152
8e-2	-150
1e-1	-149
2e-1	-146
4e-1	-141
6e-1	-139
8e-1	-137
1e+0	-135
2e+0	-130
3e+0	-128
4e+0	-126
6e+0	-124
8e+0	-122
1e+1	-120
2e+1	-115
4e+1	-110
6e+1	-106
8e+1	-102
1e+2	-100
2e+2	-95
3e+2	-90
4e+2	-88
5e+2	-86
6e+2	-82
8e+2	-78.5
